index,Entity,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
4135,North Africa and Middle East,2009,0.194543,0.7901,0.201667,4.979543,1.672622,3.958931,0.65741
4136,North Africa and Middle East,2010,0.194732,0.790295,0.203702,4.986,1.689199,3.952346,0.658587
4137,North Africa and Middle East,2011,0.194872,0.790341,0.205312,4.984281,1.698143,3.949021,0.65881
4138,North Africa and Middle East,2012,0.195024,0.790473,0.207005,4.981978,1.706613,3.947396,0.659133
4139,North Africa and Middle East,2013,0.19517,0.790706,0.208652,4.979158,1.713614,3.948239,0.659389
4140,North Africa and Middle East,2014,0.195315,0.790871,0.210222,4.974255,1.717709,3.950939,0.659516
4141,North Africa and Middle East,2015,0.195468,0.791039,0.211863,4.96663,1.718428,3.954431,0.659575
4142,North Africa and Middle East,2016,0.195606,0.791202,0.213108,4.956391,1.716903,3.959267,0.659502
4143,North Africa and Middle East,2017,0.19572,0.791333,0.214377,4.943838,1.712406,3.96541,0.659221
4144,North America,1990,0.338205,0.659901,0.466116,6.475043,2.311892,4.620182,2.110024
4145,North America,1991,0.336423,0.660179,0.470496,6.453586,2.292686,4.605731,2.077879
4146,North America,1992,0.335019,0.660456,0.474969,6.438004,2.289076,4.598424,2.048789
4147,North America,1993,0.334004,0.6607,0.479457,6.428485,2.298329,4.596013,2.023653
4148,North America,1994,0.333408,0.6609,0.483773,6.42558,2.31791,4.597051,2.00354
4149,North America,1995,0.333258,0.661004,0.487567,6.42939,2.345129,4.5987,1.989398
4150,North America,1996,0.333662,0.66104,0.491614,6.469919,2.408444,4.609834,1.981858
4151,North America,1997,0.334562,0.661022,0.496025,6.555841,2.515939,4.634026,1.97984
4152,North America,1998,0.335733,0.660973,0.500678,6.656179,2.63868,4.663043,1.981655
4153,North America,1999,0.336939,0.660894,0.504989,6.73978,2.748437,4.689884,1.985572
4154,North America,2000,0.337943,0.660786,0.50857,6.775042,2.814857,4.70511,1.989869
4155,North America,2001,0.338558,0.660692,0.511871,6.775698,2.848463,4.710114,1.995428
4156,North America,2002,0.338832,0.660603,0.51575,6.775812,2.876292,4.710914,2.003115
4157,North America,2003,0.338884,0.660513,0.519719,6.77517,2.900351,4.710262,2.011177
4158,North America,2004,0.338831,0.660416,0.523016,6.773522,2.918776,4.710066,2.017883
4159,North America,2005,0.338792,0.660311,0.524832,6.770413,2.932149,4.713106,2.021458
4160,North America,2006,0.338429,0.66017,0.525899,6.746773,2.932681,4.713124,2.015667
4161,North America,2007,0.337546,0.65998,0.526861,6.695302,2.919618,4.705089,1.999785
4162,North America,2008,0.336477,0.659763,0.527656,6.633878,2.903247,4.694171,1.980455
4163,North America,2009,0.335547,0.659533,0.528097,6.58016,2.893915,4.68335,1.964265
4164,North America,2010,0.335089,0.659324,0.528075,6.551747,2.901403,4.678724,1.957854
4165,North America,2011,0.334908,0.659115,0.527315,6.541696,2.92761,4.679545,1.959075
4166,North America,2012,0.334608,0.658898,0.525855,6.531561,2.968281,4.682831,1.961453
4167,North America,2013,0.334215,0.658674,0.523568,6.521737,3.021604,4.689744,1.965213
4168,North America,2014,0.333742,0.65844,0.521012,6.512462,3.086376,4.699533,1.970527
4169,North America,2015,0.333206,0.658197,0.517583,6.503954,3.161712,4.713244,1.977545
4170,North America,2016,0.332633,0.657948,0.513733,6.49664,3.245661,4.730472,1.986533
4171,North America,2017,0.33204,0.657692,0.50947,6.490707,3.338079,4.752802,1.997606
4200,Northern Ireland,1990,0.255673,1.142331,0.432511,7.333908,1.139189,4.206425,0.727899
4201,Northern Ireland,1991,0.255743,1.143074,0.435477,7.338656,1.158597,4.194433,0.738645
4202,Northern Ireland,1992,0.255825,1.143786,0.438856,7.343497,1.17584,4.183432,0.752983
4203,Northern Ireland,1993,0.255901,1.144345,0.442676,7.347276,1.188835,4.182662,0.769953
4204,Northern Ireland,1994,0.255987,1.144904,0.446564,7.350882,1.201648,4.18208,0.788908
4205,Northern Ireland,1995,0.256059,1.145321,0.450894,7.353203,1.209968,4.183956,0.80909
4206,Northern Ireland,1996,0.256106,1.145408,0.455523,7.433926,1.21271,4.211323,0.836298
4207,Northern Ireland,1997,0.256131,1.145149,0.461334,7.624226,1.209941,4.27364,0.873104
4208,Northern Ireland,1998,0.25614,1.144752,0.467429,7.851097,1.20608,4.345767,0.913754
4209,Northern Ireland,1999,0.256131,1.144393,0.47295,8.04148,1.202569,4.407233,0.952457
4210,Northern Ireland,2000,0.256128,1.144249,0.478323,8.122722,1.202795,4.434323,0.983963
4211,Northern Ireland,2001,0.256068,1.143955,0.484555,8.12421,1.213565,4.428738,1.011566
4212,Northern Ireland,2002,0.255942,1.143195,0.490502,8.124301,1.23506,4.411972,1.040547
4213,Northern Ireland,2003,0.255799,1.14221,0.495759,8.123016,1.259593,4.392598,1.067839
4214,Northern Ireland,2004,0.255731,1.141464,0.501391,8.121873,1.279568,4.373194,1.090236
4215,Northern Ireland,2005,0.255786,1.14112,0.505481,8.120422,1.290119,4.359502,1.10463
4216,Northern Ireland,2006,0.256572,1.141246,0.508594,8.120101,1.290842,4.353446,1.114038
4217,Northern Ireland,2007,0.258239,1.141401,0.512319,8.120254,1.287497,4.348938,1.123295
4218,Northern Ireland,2008,0.26019,1.141555,0.515163,8.120173,1.281803,4.343706,1.131147
4219,Northern Ireland,2009,0.261856,1.141716,0.517271,8.120131,1.27778,4.337592,1.136936
4220,Northern Ireland,2010,0.262633,1.141752,0.517956,8.119105,1.275676,4.329935,1.139556
4221,Northern Ireland,2011,0.262766,1.141775,0.518879,8.100132,1.273564,4.314688,1.140369
4222,Northern Ireland,2012,0.262886,1.141823,0.520493,8.048448,1.270463,4.292694,1.14145
4223,Northern Ireland,2013,0.262964,1.14191,0.521184,7.968593,1.264332,4.264932,1.142217
4224,Northern Ireland,2014,0.262999,1.142043,0.521777,7.865557,1.257378,4.231809,1.142811
4225,Northern Ireland,2015,0.262967,1.142171,0.522538,7.743813,1.24831,4.193336,1.143084
4226,Northern Ireland,2016,0.262852,1.142346,0.523092,7.60867,1.239,4.151499,1.142643
4227,Northern Ireland,2017,0.262631,1.142527,0.523497,7.46427,1.229126,4.105621,1.141167
4284,Oceania,1990,0.212169,0.420785,0.103544,3.179773,0.712287,3.14136,1.156091
4285,Oceania,1991,0.212246,0.420798,0.104242,3.182635,0.712552,3.153216,1.156655
4286,Oceania,1992,0.212314,0.420783,0.104806,3.18527,0.712427,3.165381,1.156908
4287,Oceania,1993,0.212372,0.420749,0.105301,3.187517,0.712547,3.175263,1.157024
4288,Oceania,1994,0.212424,0.420715,0.105548,3.189397,0.712933,3.181652,1.157122
4289,Oceania,1995,0.212463,0.420683,0.10596,3.190774,0.713349,3.185075,1.15722
4290,Oceania,1996,0.212565,0.420664,0.106077,3.191708,0.713882,3.184943,1.15731
4291,Oceania,1997,0.212766,0.420673,0.106257,3.192487,0.714937,3.18357,1.157409
4292,Oceania,1998,0.212992,0.420691,0.10671,3.193091,0.715927,3.181541,1.15751
4293,Oceania,1999,0.213172,0.420703,0.106975,3.193561,0.717078,3.17847,1.157662
4294,Oceania,2000,0.213223,0.420668,0.107,3.193745,0.717387,3.175504,1.157906
4295,Oceania,2001,0.21306,0.420573,0.106488,3.19352,0.718046,3.173444,1.158206
4296,Oceania,2002,0.212724,0.420442,0.106079,3.192981,0.717567,3.170047,1.158639
4297,Oceania,2003,0.212331,0.420307,0.105061,3.192409,0.718004,3.166477,1.159216
4298,Oceania,2004,0.211988,0.420183,0.104518,3.192013,0.717735,3.163551,1.160026
4299,Oceania,2005,0.211798,0.420072,0.104232,3.191927,0.718106,3.162163,1.161171
4300,Oceania,2006,0.211793,0.419983,0.104212,3.193009,0.718614,3.164591,1.164169
4301,Oceania,2007,0.211905,0.419919,0.104379,3.195491,0.720186,3.169781,1.169542
4302,Oceania,2008,0.21208,0.419869,0.104624,3.198514,0.722204,3.176988,1.175739
4303,Oceania,2009,0.212258,0.419804,0.10477,3.201127,0.723807,3.181582,1.181223
4304,Oceania,2010,0.212382,0.419707,0.105158,3.202444,0.725648,3.184199,1.184477
4305,Oceania,2011,0.212496,0.419593,0.105431,3.202956,0.726877,3.184475,1.186138
4306,Oceania,2012,0.212679,0.419499,0.105967,3.203746,0.729188,3.184268,1.187805
4307,Oceania,2013,0.212919,0.419411,0.106566,3.20464,0.730818,3.182886,1.189428
4308,Oceania,2014,0.213217,0.419342,0.107439,3.205696,0.732807,3.178764,1.191
4309,Oceania,2015,0.213565,0.419285,0.108272,3.206863,0.734726,3.175589,1.192458
4310,Oceania,2016,0.213953,0.419235,0.109346,3.208084,0.737492,3.171132,1.19373
4311,Oceania,2017,0.214379,0.419199,0.110457,3.209406,0.740219,3.164265,1.194757
4872,Scotland,1990,0.222692,0.99227,0.388131,4.675186,1.460569,4.279111,2.007203
4873,Scotland,1991,0.22299,0.994034,0.391916,4.684644,1.522229,4.267865,2.062547
4874,Scotland,1992,0.223292,0.995716,0.396655,4.692981,1.58006,4.258787,2.117739
4875,Scotland,1993,0.223572,0.997219,0.399895,4.699866,1.628771,4.249093,2.171741
4876,Scotland,1994,0.223793,0.998387,0.403719,4.704529,1.667263,4.241318,2.223464
4877,Scotland,1995,0.223938,0.999135,0.407834,4.706661,1.693561,4.235276,2.271841
4878,Scotland,1996,0.224029,0.999533,0.411552,4.70543,1.707965,4.231768,2.320508
4879,Scotland,1997,0.224145,0.999917,0.416152,4.70214,1.716471,4.231039,2.372101
4880,Scotland,1998,0.224268,1.000277,0.421083,4.698095,1.724172,4.228293,2.423146
4881,Scotland,1999,0.224404,1.000674,0.426082,4.695108,1.73093,4.224788,2.470642
4882,Scotland,2000,0.224527,1.001075,0.429406,4.694328,1.741172,4.219827,2.510949
4883,Scotland,2001,0.224715,0.995115,0.434192,4.697371,1.76277,4.20228,2.54528
4884,Scotland,2002,0.225049,0.980463,0.439858,4.704336,1.796411,4.173189,2.578107
4885,Scotland,2003,0.225476,0.962924,0.445608,4.713193,1.834081,4.141264,2.610874
4886,Scotland,2004,0.225907,0.948196,0.450898,4.721047,1.866489,4.113086,2.64466
4887,Scotland,2005,0.226262,0.942131,0.454419,4.725368,1.885429,4.099018,2.68028
4888,Scotland,2006,0.227578,0.942259,0.458471,4.727833,1.892465,4.098902,2.772495
4889,Scotland,2007,0.230318,0.942342,0.461975,4.731505,1.89692,4.10862,2.939093
4890,Scotland,2008,0.23353,0.94241,0.464536,4.735446,1.900663,4.122725,3.126243
4891,Scotland,2009,0.236251,0.942457,0.46708,4.738449,1.903229,4.135627,3.279698
4892,Scotland,2010,0.237515,0.942526,0.468854,4.739539,1.905613,4.141982,3.345024
4893,Scotland,2011,0.23772,0.942581,0.469512,4.739008,1.90981,4.142983,3.347887
4894,Scotland,2012,0.237922,0.942758,0.470642,4.738467,1.912068,4.145591,3.349686
4895,Scotland,2013,0.238117,0.94307,0.470877,4.738159,1.915469,4.147363,3.350166
4896,Scotland,2014,0.238283,0.943459,0.471684,4.73778,1.916777,4.151247,3.348684
4897,Scotland,2015,0.238414,0.943953,0.471939,4.73731,1.918987,4.155792,3.344777
4898,Scotland,2016,0.238487,0.944505,0.471486,4.736634,1.918939,4.15892,3.337728
4899,Scotland,2017,0.238492,0.945159,0.471236,4.73573,1.916412,4.161067,3.327027
5180,South Asia,1990,0.259988,0.555949,0.106406,3.443261,0.501729,3.762269,1.372664
5181,South Asia,1991,0.260061,0.556124,0.10685,3.440834,0.497203,3.799487,1.386363
5182,South Asia,1992,0.260113,0.556285,0.107416,3.43848,0.494536,3.833234,1.399871
5183,South Asia,1993,0.260148,0.55643,0.108096,3.436333,0.493024,3.861215,1.412055
5184,South Asia,1994,0.260164,0.556559,0.108822,3.434538,0.492577,3.882207,1.421675
5185,South Asia,1995,0.260164,0.556668,0.109632,3.433152,0.492564,3.894455,1.427674
5186,South Asia,1996,0.260137,0.556789,0.110589,3.430382,0.495185,3.900257,1.436629
5187,South Asia,1997,0.260082,0.556935,0.111796,3.425656,0.500749,3.902764,1.452361
5188,South Asia,1998,0.260018,0.557081,0.113122,3.420675,0.507803,3.904351,1.469981
5189,South Asia,1999,0.259965,0.557211,0.114632,3.417116,0.513574,3.905812,1.484648
5190,South Asia,2000,0.259941,0.557311,0.116011,3.416762,0.515993,3.909105,1.49146
5191,South Asia,2001,0.259974,0.557435,0.117439,3.420683,0.515988,3.918699,1.490635
5192,South Asia,2002,0.260068,0.557633,0.119012,3.427692,0.516145,3.934794,1.486618
5193,South Asia,2003,0.260201,0.557877,0.120662,3.435947,0.516243,3.95176,1.480883
5194,South Asia,2004,0.260349,0.55813,0.12239,3.443657,0.516333,3.963656,1.474922
5195,South Asia,2005,0.260483,0.558355,0.124118,3.449081,0.516659,3.96574,1.470208
5196,South Asia,2006,0.260666,0.558592,0.126056,3.449354,0.516704,3.922693,1.44758
5197,South Asia,2007,0.260937,0.558898,0.128297,3.444934,0.51664,3.826991,1.398061
5198,South Asia,2008,0.261231,0.559245,0.13074,3.438823,0.516599,3.714021,1.338319
5199,South Asia,2009,0.261479,0.5596,0.133305,3.433974,0.517513,3.617849,1.284946
5200,South Asia,2010,0.261614,0.559921,0.135786,3.433273,0.519364,3.574336,1.254476
5201,South Asia,2011,0.261542,0.560214,0.138237,3.435682,0.52167,3.569142,1.241462
5202,South Asia,2012,0.26124,0.56052,0.140826,3.438343,0.524172,3.564789,1.229777
5203,South Asia,2013,0.260733,0.560835,0.143598,3.441263,0.526896,3.561105,1.219935
5204,South Asia,2014,0.260053,0.561158,0.146404,3.444422,0.529719,3.559203,1.212489
5205,South Asia,2015,0.259223,0.561491,0.149292,3.447882,0.533039,3.559067,1.207925
5206,South Asia,2016,0.258262,0.561826,0.152269,3.451689,0.536553,3.560997,1.206652
5207,South Asia,2017,0.257193,0.562156,0.155251,3.455893,0.540559,3.566448,1.209075
5264,Southeast Asia,1990,0.21259,0.530353,0.10378,3.104497,0.602641,2.808887,0.859717
5265,Southeast Asia,1991,0.213245,0.530667,0.105216,3.104071,0.603582,2.809663,0.860402
5266,Southeast Asia,1992,0.213924,0.531004,0.10663,3.104224,0.604809,2.809867,0.861094
5267,Southeast Asia,1993,0.214593,0.531349,0.107941,3.104813,0.60614,2.809715,0.861918
5268,Southeast Asia,1994,0.215221,0.531693,0.109217,3.105775,0.607339,2.80934,0.86297
5269,Southeast Asia,1995,0.215769,0.532013,0.110292,3.107246,0.608353,2.808876,0.864227
5270,Southeast Asia,1996,0.21643,0.532363,0.111498,3.109888,0.610933,2.806493,0.866008
5271,Southeast Asia,1997,0.217325,0.5328,0.112675,3.114321,0.61501,2.801702,0.868029
5272,Southeast Asia,1998,0.218292,0.533289,0.11384,3.119526,0.61962,2.796119,0.869783
5273,Southeast Asia,1999,0.219172,0.533796,0.115013,3.12444,0.623,2.791642,0.870783
5274,Southeast Asia,2000,0.219791,0.534259,0.116013,3.127922,0.624802,2.788651,0.870476
5275,Southeast Asia,2001,0.220301,0.534821,0.117067,3.130541,0.624705,2.789447,0.868334
5276,Southeast Asia,2002,0.220932,0.535597,0.118037,3.133947,0.624317,2.79151,0.864751
5277,Southeast Asia,2003,0.221619,0.536456,0.119145,3.137647,0.624349,2.794947,0.860969
5278,Southeast Asia,2004,0.222283,0.537245,0.120238,3.141101,0.624354,2.798296,0.858176
5279,Southeast Asia,2005,0.222829,0.537765,0.121275,3.143531,0.624698,2.799024,0.857432
5280,Southeast Asia,2006,0.223349,0.538053,0.122582,3.145136,0.624471,2.797293,0.862535
5281,Southeast Asia,2007,0.223966,0.538299,0.124193,3.147172,0.622827,2.79355,0.873742
5282,Southeast Asia,2008,0.224626,0.538515,0.125961,3.14936,0.620877,2.789398,0.887175
5283,Southeast Asia,2009,0.225281,0.538718,0.127722,3.151407,0.619878,2.785994,0.899039
5284,Southeast Asia,2010,0.225872,0.53891,0.129565,3.153017,0.620692,2.783571,0.905399
5285,Southeast Asia,2011,0.226469,0.539135,0.131478,3.154217,0.623049,2.783757,0.907723
5286,Southeast Asia,2012,0.227154,0.539398,0.13347,3.155532,0.625374,2.785152,0.909914
5287,Southeast Asia,2013,0.227918,0.5397,0.135728,3.157019,0.628392,2.787306,0.911898
5288,Southeast Asia,2014,0.228747,0.540038,0.138108,3.158617,0.631666,2.790554,0.913667
5289,Southeast Asia,2015,0.229631,0.540419,0.140474,3.160389,0.635077,2.794906,0.915211
5290,Southeast Asia,2016,0.230559,0.540837,0.143057,3.162166,0.63916,2.800115,0.916475
5291,Southeast Asia,2017,0.231524,0.541305,0.14565,3.164195,0.643613,2.807239,0.917453
5292,"Southeast Asia, East Asia, and Oceania",1990,0.290036,0.369265,0.09185,3.116412,0.999331,3.37061,0.965219
5293,"Southeast Asia, East Asia, and Oceania",1991,0.290434,0.370106,0.093077,3.118137,1.005006,3.369828,0.983222
5294,"Southeast Asia, East Asia, and Oceania",1992,0.290861,0.370993,0.094336,3.120926,1.009155,3.367424,1.001
5295,"Southeast Asia, East Asia, and Oceania",1993,0.291307,0.371892,0.095601,3.124516,1.011931,3.362586,1.017522
5296,"Southeast Asia, East Asia, and Oceania",1994,0.291725,0.372766,0.096981,3.128552,1.013389,3.354994,1.031901
5297,"Southeast Asia, East Asia, and Oceania",1995,0.292037,0.373636,0.098333,3.133038,1.013274,3.344121,1.042766
5298,"Southeast Asia, East Asia, and Oceania",1996,0.292352,0.374444,0.09984,3.149548,1.01044,3.328616,1.05422
5299,"Southeast Asia, East Asia, and Oceania",1997,0.292752,0.375185,0.101562,3.182492,1.00432,3.310149,1.068852
5300,"Southeast Asia, East Asia, and Oceania",1998,0.293188,0.375848,0.103395,3.220433,0.99582,3.29037,1.08354
5301,"Southeast Asia, East Asia, and Oceania",1999,0.293589,0.376454,0.105285,3.252119,0.986433,3.272388,1.095232
5302,"Southeast Asia, East Asia, and Oceania",2000,0.293875,0.377048,0.107166,3.266332,0.977115,3.258242,1.100657
5303,"Southeast Asia, East Asia, and Oceania",2001,0.294186,0.37768,0.109024,3.259567,0.9669,3.248483,1.099592
5304,"Southeast Asia, East Asia, and Oceania",2002,0.294636,0.378426,0.11114,3.240463,0.955248,3.240761,1.095352
5305,"Southeast Asia, East Asia, and Oceania",2003,0.295168,0.379255,0.113337,3.215604,0.943427,3.234861,1.090309
5306,"Southeast Asia, East Asia, and Oceania",2004,0.295669,0.380066,0.115677,3.191789,0.932747,3.23044,1.086668
5307,"Southeast Asia, East Asia, and Oceania",2005,0.295995,0.380711,0.117979,3.17569,0.924959,3.22534,1.08639
5308,"Southeast Asia, East Asia, and Oceania",2006,0.296339,0.381276,0.12045,3.166455,0.918776,3.224411,1.093815
5309,"Southeast Asia, East Asia, and Oceania",2007,0.296892,0.381946,0.123101,3.158526,0.913455,3.229495,1.108663
5310,"Southeast Asia, East Asia, and Oceania",2008,0.297552,0.382663,0.125951,3.151064,0.909122,3.236751,1.126197
5311,"Southeast Asia, East Asia, and Oceania",2009,0.298199,0.383402,0.128874,3.143468,0.907142,3.24202,1.141569
5312,"Southeast Asia, East Asia, and Oceania",2010,0.298716,0.384089,0.131776,3.135074,0.907355,3.241486,1.149861
5313,"Southeast Asia, East Asia, and Oceania",2011,0.299215,0.384723,0.134697,3.125635,0.910198,3.236847,1.152721
5314,"Southeast Asia, East Asia, and Oceania",2012,0.299836,0.385403,0.137682,3.115595,0.915008,3.231047,1.154939
5315,"Southeast Asia, East Asia, and Oceania",2013,0.300552,0.386158,0.140934,3.105115,0.921457,3.224032,1.156325
5316,"Southeast Asia, East Asia, and Oceania",2014,0.301336,0.386982,0.144117,3.094221,0.929602,3.215535,1.156518
5317,"Southeast Asia, East Asia, and Oceania",2015,0.302148,0.387795,0.147361,3.082865,0.939551,3.205293,1.155089
5318,"Southeast Asia, East Asia, and Oceania",2016,0.303047,0.388659,0.15079,3.071804,0.951093,3.193685,1.152061
5319,"Southeast Asia, East Asia, and Oceania",2017,0.303991,0.389567,0.154266,3.061018,0.964306,3.180873,1.147284
5320,Southern Latin America,1990,0.194859,0.761556,0.317495,6.173949,0.930352,3.780392,1.945141
5321,Southern Latin America,1991,0.194656,0.762374,0.32113,6.181504,0.924618,3.787116,2.016718
5322,Southern Latin America,1992,0.194535,0.763199,0.324847,6.188588,0.920564,3.792467,2.084061
5323,Southern Latin America,1993,0.194497,0.764017,0.328796,6.195165,0.917223,3.797189,2.141898
5324,Southern Latin America,1994,0.194543,0.764801,0.33293,6.201045,0.915675,3.801884,2.184786
5325,Southern Latin America,1995,0.194664,0.765498,0.33663,6.205953,0.914819,3.805898,2.207288
5326,Southern Latin America,1996,0.194959,0.766272,0.34167,6.210207,0.914431,3.810704,2.222538
5327,Southern Latin America,1997,0.195451,0.767243,0.346724,6.214426,0.915033,3.814376,2.243886
5328,Southern Latin America,1998,0.196013,0.768258,0.352165,6.218527,0.916338,3.816244,2.26619
5329,Southern Latin America,1999,0.196515,0.769176,0.356687,6.222512,0.918722,3.818803,2.284216
5330,Southern Latin America,2000,0.196834,0.769883,0.359117,6.226633,0.922037,3.819786,2.293182
5331,Southern Latin America,2001,0.196971,0.770697,0.3597,6.232522,0.929872,3.818827,2.295483
5332,Southern Latin America,2002,0.19706,0.771934,0.360522,6.241228,0.940354,3.816907,2.296415
5333,Southern Latin America,2003,0.197111,0.773236,0.360163,6.250085,0.953252,3.814345,2.295173
5334,Southern Latin America,2004,0.197158,0.774329,0.360576,6.257263,0.966563,3.811117,2.291289
5335,Southern Latin America,2005,0.197227,0.774918,0.361698,6.261043,0.976501,3.806509,2.284276
5336,Southern Latin America,2006,0.197355,0.775133,0.363767,6.262458,0.98566,3.796182,2.248001
5337,Southern Latin America,2007,0.19756,0.775408,0.367606,6.264511,0.994005,3.781517,2.173819
5338,Southern Latin America,2008,0.197791,0.775695,0.372274,6.266762,1.002462,3.765888,2.087297
5339,Southern Latin America,2009,0.197997,0.775954,0.377687,6.26875,1.009189,3.752985,2.014255
5340,Southern Latin America,2010,0.198134,0.776176,0.3814,6.270348,1.015928,3.747758,1.98054
5341,Southern Latin America,2011,0.198224,0.776361,0.38472,6.271413,1.021525,3.747568,1.975385
5342,Southern Latin America,2012,0.198343,0.776636,0.388886,6.27295,1.02806,3.749193,1.971114
5343,Southern Latin America,2013,0.198476,0.776953,0.392229,6.274584,1.0356,3.751736,1.967858
5344,Southern Latin America,2014,0.198618,0.777311,0.396368,6.27631,1.043441,3.755761,1.965836
5345,Southern Latin America,2015,0.198767,0.777711,0.399998,6.278151,1.051341,3.760312,1.965119
5346,Southern Latin America,2016,0.198906,0.7781,0.403636,6.279755,1.06078,3.765739,1.9657
5347,Southern Latin America,2017,0.199042,0.778532,0.407336,6.281627,1.069045,3.772206,1.967898
5348,Southern Sub-Saharan Africa,1990,0.173836,0.621853,0.183132,3.753456,1.084346,3.6818,1.625635
5349,Southern Sub-Saharan Africa,1991,0.173827,0.622249,0.18229,3.753998,1.103203,3.675689,1.647638
5350,Southern Sub-Saharan Africa,1992,0.173822,0.622636,0.181635,3.756098,1.119227,3.670145,1.664909
5351,Southern Sub-Saharan Africa,1993,0.173822,0.622995,0.181102,3.759322,1.131647,3.665443,1.677749
5352,Southern Sub-Saharan Africa,1994,0.173836,0.623328,0.180856,3.763308,1.140071,3.66181,1.686248
5353,Southern Sub-Saharan Africa,1995,0.173865,0.623616,0.180927,3.767756,1.144199,3.660446,1.690349
5354,Southern Sub-Saharan Africa,1996,0.173869,0.623886,0.181109,3.778438,1.142573,3.658044,1.68487
5355,Southern Sub-Saharan Africa,1997,0.173827,0.624141,0.181394,3.797298,1.134843,3.652783,1.669559
5356,Southern Sub-Saharan Africa,1998,0.173779,0.624394,0.181681,3.819116,1.124079,3.647066,1.64971
5357,Southern Sub-Saharan Africa,1999,0.173763,0.624645,0.181945,3.838537,1.11153,3.644415,1.630489
5358,Southern Sub-Saharan Africa,2000,0.173821,0.624907,0.182547,3.850212,1.100682,3.645313,1.617103
5359,Southern Sub-Saharan Africa,2001,0.173991,0.6252,0.183029,3.856243,1.085572,3.653945,1.606746
5360,Southern Sub-Saharan Africa,2002,0.174255,0.625534,0.18389,3.861799,1.062842,3.66961,1.595069
5361,Southern Sub-Saharan Africa,2003,0.174562,0.625906,0.185067,3.86644,1.036762,3.68622,1.583843
5362,Southern Sub-Saharan Africa,2004,0.174853,0.626301,0.186055,3.869723,1.013155,3.699285,1.574827
5363,Southern Sub-Saharan Africa,2005,0.175076,0.626707,0.186867,3.871294,0.996834,3.70514,1.569752
5364,Southern Sub-Saharan Africa,2006,0.175259,0.627199,0.187719,3.864565,0.988309,3.700066,1.576105
5365,Southern Sub-Saharan Africa,2007,0.175467,0.62782,0.188756,3.8476,0.982516,3.687276,1.594822
5366,Southern Sub-Saharan Africa,2008,0.175688,0.628484,0.189831,3.826992,0.977543,3.671724,1.617853
5367,Southern Sub-Saharan Africa,2009,0.175898,0.629078,0.190858,3.80916,0.97262,3.657643,1.636831
5368,Southern Sub-Saharan Africa,2010,0.176082,0.629504,0.191497,3.800552,0.965996,3.650717,1.643255
5369,Southern Sub-Saharan Africa,2011,0.176253,0.629812,0.192009,3.798711,0.957232,3.650125,1.639172
5370,Southern Sub-Saharan Africa,2012,0.176438,0.630134,0.192727,3.79714,0.947452,3.651007,1.632174
5371,Southern Sub-Saharan Africa,2013,0.17664,0.630467,0.193352,3.796021,0.935904,3.653737,1.622304
5372,Southern Sub-Saharan Africa,2014,0.176855,0.630797,0.194306,3.795436,0.923635,3.658812,1.609546
5373,Southern Sub-Saharan Africa,2015,0.177084,0.631122,0.194947,3.795469,0.910375,3.666982,1.593894
5374,Southern Sub-Saharan Africa,2016,0.177328,0.631436,0.195599,3.796264,0.896019,3.678232,1.575362
5375,Southern Sub-Saharan Africa,2017,0.177591,0.631753,0.196458,3.798155,0.88095,3.692727,1.553901
5432,Sub-Saharan Africa,1990,0.164766,0.62282,0.119056,3.280124,0.542786,3.821257,1.306583
5433,Sub-Saharan Africa,1991,0.164663,0.622881,0.117828,3.280468,0.548078,3.81791,1.307072
5434,Sub-Saharan Africa,1992,0.164553,0.622943,0.116722,3.280439,0.552596,3.815671,1.307107
5435,Sub-Saharan Africa,1993,0.164465,0.623022,0.115804,3.27975,0.555877,3.813609,1.303991
5436,Sub-Saharan Africa,1994,0.164392,0.623122,0.115103,3.279385,0.558254,3.812952,1.300789
5437,Sub-Saharan Africa,1995,0.164324,0.623214,0.114687,3.279613,0.559421,3.814087,1.300678
5438,Sub-Saharan Africa,1996,0.164217,0.623324,0.11432,3.280336,0.559472,3.818807,1.300666
5439,Sub-Saharan Africa,1997,0.164053,0.62348,0.114031,3.281757,0.558669,3.827893,1.299308
5440,Sub-Saharan Africa,1998,0.163894,0.623669,0.113845,3.282972,0.557414,3.838032,1.295981
5441,Sub-Saharan Africa,1999,0.163789,0.623861,0.113722,3.283814,0.555716,3.846713,1.292225
5442,Sub-Saharan Africa,2000,0.163787,0.624023,0.113703,3.283997,0.553809,3.850067,1.289007
5443,Sub-Saharan Africa,2001,0.163945,0.624198,0.114065,3.283859,0.551217,3.849906,1.28582
5444,Sub-Saharan Africa,2002,0.164243,0.624433,0.114713,3.283862,0.547823,3.848166,1.282188
5445,Sub-Saharan Africa,2003,0.164615,0.624706,0.115596,3.283956,0.543823,3.845635,1.278681
5446,Sub-Saharan Africa,2004,0.16499,0.624984,0.116624,3.284001,0.540357,3.842866,1.275745
5447,Sub-Saharan Africa,2005,0.1653,0.625235,0.117685,3.284138,0.53768,3.840915,1.274287
5448,Sub-Saharan Africa,2006,0.165625,0.625524,0.118788,3.284346,0.536443,3.83898,1.278384
5449,Sub-Saharan Africa,2007,0.166054,0.62592,0.120084,3.284684,0.53586,3.836739,1.288799
